#proteinId	gotermId	goName	gotermType	goAcc
1629	21401	protein dimerization activity	molecular_function	GO:0046983
1630	3724	calcium ion binding	molecular_function	GO:0005509
1630	9320	membrane	cellular_component	GO:0016020
1631	9320	membrane	cellular_component	GO:0016020
1631	3706	SNAP receptor activity	molecular_function	GO:0005484
1631	4994	intracellular protein transport	biological_process	GO:0006886
1631	3727	protein binding	molecular_function	GO:0005515
1631	9480	vesicle-mediated transport	biological_process	GO:0016192
1636	2732	ferrochelatase activity	molecular_function	GO:0004325
1636	4900	heme biosynthetic process	biological_process	GO:0006783
1643	2227	structural constituent of ribosome	molecular_function	GO:0003735
1643	3827	intracellular	cellular_component	GO:0005622
1643	4025	ribosome	cellular_component	GO:0005840
1643	4556	translation	biological_process	GO:0006412
1643	9241	small ribosomal subunit	cellular_component	GO:0015935
1646	2246	actin binding	molecular_function	GO:0003779
1648	2176	DNA binding	molecular_function	GO:0003677
1648	3736	ATP binding	molecular_function	GO:0005524
1648	3727	protein binding	molecular_function	GO:0005515
1648	3838	nucleus	cellular_component	GO:0005634
1648	5939	zinc ion binding	molecular_function	GO:0008270
1648	2175	nucleic acid binding	molecular_function	GO:0003676
1648	2792	helicase activity	molecular_function	GO:0004386
1649	5765	N-acetyltransferase activity	molecular_function	GO:0008080
1649	5830	metabolic process	biological_process	GO:0008152
1650	4037	cytoskeleton	cellular_component	GO:0005856
1650	12940	actin filament polymerization	biological_process	GO:0030041
1651	4591	protein folding	biological_process	GO:0006457
1652	2888	monooxygenase activity	molecular_function	GO:0004497
1652	3721	iron ion binding	molecular_function	GO:0005506
1652	4283	electron transport	biological_process	GO:0006118
1652	12251	heme binding	molecular_function	GO:0020037
1653	5830	metabolic process	biological_process	GO:0008152
1653	9710	oxidoreductase activity	molecular_function	GO:0016491
1653	2290	catalytic activity	molecular_function	GO:0003824
1653	3708	binding	molecular_function	GO:0005488
1654	5830	metabolic process	biological_process	GO:0008152
1654	9985	hydrolase activity	molecular_function	GO:0016787
1654	3736	ATP binding	molecular_function	GO:0005524
1654	4927	transport	biological_process	GO:0006810
1654	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
1654	9320	membrane	cellular_component	GO:0016020
1654	2290	catalytic activity	molecular_function	GO:0003824
1654	4929	cation transport	biological_process	GO:0006812
1654	9321	integral to membrane	cellular_component	GO:0016021
1654	10082	ATPase activity	molecular_function	GO:0016887
1654	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
1657	3838	nucleus	cellular_component	GO:0005634
1659	9710	oxidoreductase activity	molecular_function	GO:0016491
1661	21330	intracellular transport	biological_process	GO:0046907
1666	9985	hydrolase activity	molecular_function	GO:0016787
1666	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
1670	2227	structural constituent of ribosome	molecular_function	GO:0003735
1670	3827	intracellular	cellular_component	GO:0005622
1670	4025	ribosome	cellular_component	GO:0005840
1670	4556	translation	biological_process	GO:0006412
1672	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
1672	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
1672	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
1672	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
1673	2763	glutamate-cysteine ligase activity	molecular_function	GO:0004357
1673	4873	glutathione biosynthetic process	biological_process	GO:0006750
1674	5020	autophagy	biological_process	GO:0006914
1675	4639	proteolysis	biological_process	GO:0006508
1675	13544	caspase activity	molecular_function	GO:0030693
1681	5323	intracellular signaling cascade	biological_process	GO:0007242
1681	9320	membrane	cellular_component	GO:0016020
1682	5323	intracellular signaling cascade	biological_process	GO:0007242
1682	9320	membrane	cellular_component	GO:0016020
1683	2175	nucleic acid binding	molecular_function	GO:0003676
1683	3546	transporter activity	molecular_function	GO:0005215
1683	4927	transport	biological_process	GO:0006810
1683	9320	membrane	cellular_component	GO:0016020
1684	2290	catalytic activity	molecular_function	GO:0003824
1684	5830	metabolic process	biological_process	GO:0008152
1686	9985	hydrolase activity	molecular_function	GO:0016787
1688	3028	porphobilinogen synthase activity	molecular_function	GO:0004655
1688	15848	tetrapyrrole biosynthetic process	biological_process	GO:0033014
1688	21295	metal ion binding	molecular_function	GO:0046872
1689	3043	protein kinase activity	molecular_function	GO:0004672
1689	3736	ATP binding	molecular_function	GO:0005524
1689	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1689	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
1689	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
1690	2196	transcription factor activity	molecular_function	GO:0003700
1690	3838	nucleus	cellular_component	GO:0005634
1690	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1690	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1692	3827	intracellular	cellular_component	GO:0005622
1693	2404	NAD+ kinase activity	molecular_function	GO:0003951
1693	5830	metabolic process	biological_process	GO:0008152
1697	2290	catalytic activity	molecular_function	GO:0003824
1697	4671	glutamine metabolic process	biological_process	GO:0006541
1697	2528	carbamoyl-phosphate synthase activity	molecular_function	GO:0004086
1697	4924	nitrogen compound metabolic process	biological_process	GO:0006807
1697	6667	biosynthetic process	biological_process	GO:0009058
1700	9985	hydrolase activity	molecular_function	GO:0016787
1701	2779	glycogen (starch) synthase activity	molecular_function	GO:0004373
1701	4146	glycogen biosynthetic process	biological_process	GO:0005978
1703	2216	RNA binding	molecular_function	GO:0003723
1704	2216	RNA binding	molecular_function	GO:0003723
1704	4541	RNA processing	biological_process	GO:0006396
1704	2175	nucleic acid binding	molecular_function	GO:0003676
1705	9985	hydrolase activity	molecular_function	GO:0016787
1705	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
1705	3838	nucleus	cellular_component	GO:0005634
1705	3930	cytoplasm	cellular_component	GO:0005737
1705	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
1708	2176	DNA binding	molecular_function	GO:0003677
1708	4464	DNA methylation	biological_process	GO:0006306
1708	5848	N-methyltransferase activity	molecular_function	GO:0008170
1710	2196	transcription factor activity	molecular_function	GO:0003700
1710	3838	nucleus	cellular_component	GO:0005634
1710	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1710	5939	zinc ion binding	molecular_function	GO:0008270
1711	3043	protein kinase activity	molecular_function	GO:0004672
1711	3736	ATP binding	molecular_function	GO:0005524
1711	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1711	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
1711	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
1712	5765	N-acetyltransferase activity	molecular_function	GO:0008080
1712	5830	metabolic process	biological_process	GO:0008152
1713	2365	DNA ligase (ATP) activity	molecular_function	GO:0003910
1713	3736	ATP binding	molecular_function	GO:0005524
1713	4421	DNA replication	biological_process	GO:0006260
1713	4440	DNA repair	biological_process	GO:0006281
1713	4468	DNA recombination	biological_process	GO:0006310
1713	2176	DNA binding	molecular_function	GO:0003677
1717	2175	nucleic acid binding	molecular_function	GO:0003676
1717	3827	intracellular	cellular_component	GO:0005622
1717	5939	zinc ion binding	molecular_function	GO:0008270
1718	3043	protein kinase activity	molecular_function	GO:0004672
1718	3736	ATP binding	molecular_function	GO:0005524
1718	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1718	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
1718	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
1719	2196	transcription factor activity	molecular_function	GO:0003700
1719	3838	nucleus	cellular_component	GO:0005634
1719	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1719	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1721	586	chromatin	cellular_component	GO:0000785
1721	2180	chromatin binding	molecular_function	GO:0003682
1721	3838	nucleus	cellular_component	GO:0005634
1721	4483	chromatin assembly or disassembly	biological_process	GO:0006333
1721	3736	ATP binding	molecular_function	GO:0005524
1721	10082	ATPase activity	molecular_function	GO:0016887
1721	162	nucleotide binding	molecular_function	GO:0000166
1721	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1721	3708	binding	molecular_function	GO:0005488
1722	5830	metabolic process	biological_process	GO:0008152
1722	6075	acyltransferase activity	molecular_function	GO:0008415
1723	3708	binding	molecular_function	GO:0005488
1725	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
1725	3827	intracellular	cellular_component	GO:0005622
1725	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
1726	4283	electron transport	biological_process	GO:0006118
1726	6664	electron carrier activity	molecular_function	GO:0009055
1726	23919	FAD binding	molecular_function	GO:0050660
1727	2700	subtilase activity	molecular_function	GO:0004289
1727	4639	proteolysis	biological_process	GO:0006508
1727	2227	structural constituent of ribosome	molecular_function	GO:0003735
1727	3827	intracellular	cellular_component	GO:0005622
1727	4025	ribosome	cellular_component	GO:0005840
1727	4556	translation	biological_process	GO:0006412
1729	2981	phosphatidylcholine-sterol O-acyltransferase activity	molecular_function	GO:0004607
1729	4758	lipid metabolic process	biological_process	GO:0006629
1733	2290	catalytic activity	molecular_function	GO:0003824
1733	3014	phosphoribosylanthranilate isomerase activity	molecular_function	GO:0004640
1733	4698	tryptophan metabolic process	biological_process	GO:0006568
1733	2823	indole-3-glycerol-phosphate synthase activity	molecular_function	GO:0004425
1733	6667	biosynthetic process	biological_process	GO:0009058
1733	2491	anthranilate synthase activity	molecular_function	GO:0004049
1733	5830	metabolic process	biological_process	GO:0008152
1733	4671	glutamine metabolic process	biological_process	GO:0006541
1734	3043	protein kinase activity	molecular_function	GO:0004672
1734	3736	ATP binding	molecular_function	GO:0005524
1734	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1734	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
1734	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
1734	3073	MAP kinase activity	molecular_function	GO:0004707
1736	3736	ATP binding	molecular_function	GO:0005524
1736	4927	transport	biological_process	GO:0006810
1736	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
1736	9320	membrane	cellular_component	GO:0016020
1736	2290	catalytic activity	molecular_function	GO:0003824
1736	5830	metabolic process	biological_process	GO:0008152
1736	281	magnesium ion binding	molecular_function	GO:0000287
1736	2456	phospholipid-translocating ATPase activity	molecular_function	GO:0004012
1736	9220	phospholipid transport	biological_process	GO:0015914
1736	9321	integral to membrane	cellular_component	GO:0016021
1737	4758	lipid metabolic process	biological_process	GO:0006629
1738	2748	glucosamine-6-phosphate deaminase activity	molecular_function	GO:0004342
1738	4212	N-acetylglucosamine metabolic process	biological_process	GO:0006044
1738	4143	carbohydrate metabolic process	biological_process	GO:0005975
1739	2175	nucleic acid binding	molecular_function	GO:0003676
1739	3827	intracellular	cellular_component	GO:0005622
1739	5939	zinc ion binding	molecular_function	GO:0008270
1742	5830	metabolic process	biological_process	GO:0008152
1742	9710	oxidoreductase activity	molecular_function	GO:0016491
1742	2290	catalytic activity	molecular_function	GO:0003824
1742	3708	binding	molecular_function	GO:0005488
1743	10026	carboxy-lyase activity	molecular_function	GO:0016831
1743	12002	carboxylic acid metabolic process	biological_process	GO:0019752
1743	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
1743	4649	amino acid and derivative metabolic process	biological_process	GO:0006519
1744	162	nucleotide binding	molecular_function	GO:0000166
